636000.0,7334000.0,0.1
637000.0,7334000.0,0.1
638000.0,7334000.0,0.1
639000.0,7334000.0,0.1
640000.0,7334000.0,0.1
641000.0,7334000.0,0.1
642000.0,7334000.0,0.1
643000.0,7334000.0,0.1
644000.0,7334000.0,0.1
645000.0,7334000.0,0.1
646000.0,7334000.0,0.1
647000.0,7334000.0,0.1
648000.0,7334000.0,0.1
649000.0,7334000.0,0.1
650000.0,7334000.0,0.1
651000.0,7334000.0,0.1
652000.0,7334000.0,0.1
653000.0,7334000.0,0.1
654000.0,7334000.0,0.1
655000.0,7334000.0,0.1
656000.0,7334000.0,0.1
657000.0,7334000.0,0.1
658000.0,7334000.0,0.1
659000.0,7334000.0,0.1
660000.0,7334000.0,0.1
661000.0,7334000.0,0.1
662000.0,7334000.0,0.1
663000.0,7334000.0,0.1
664000.0,7334000.0,0.1
665000.0,7334000.0,0.1
666000.0,7334000.0,0.1
667000.0,7334000.0,0.1
668000.0,7334000.0,0.1
669000.0,7334000.0,0.1
670000.0,7334000.0,0.1
671000.0,7334000.0,0.1
672000.0,7334000.0,0.1
673000.0,7334000.0,0.1
674000.0,7334000.0,0.1
675000.0,7334000.0,0.1
676000.0,7334000.0,0.1
677000.0,7334000.0,0.1
678000.0,7334000.0,0.1
679000.0,7334000.0,0.1
680000.0,7334000.0,0.1
681000.0,7334000.0,0.1
682000.0,7334000.0,0.1
683000.0,7334000.0,0.1
597000.0,7335000.0,0.1
598000.0,7335000.0,0.1
599000.0,7335000.0,0.1
600000.0,7335000.0,0.1
601000.0,7335000.0,0.1
602000.0,7335000.0,0.1
603000.0,7335000.0,0.1
604000.0,7335000.0,0.1
605000.0,7335000.0,0.1
606000.0,7335000.0,0.1
607000.0,7335000.0,0.1
608000.0,7335000.0,0.1
609000.0,7335000.0,0.1
610000.0,7335000.0,0.1
611000.0,7335000.0,0.1
612000.0,7335000.0,0.1
613000.0,7335000.0,0.1
614000.0,7335000.0,0.1
615000.0,7335000.0,0.1
616000.0,7335000.0,0.1
617000.0,7335000.0,0.1
618000.0,7335000.0,0.1
619000.0,7335000.0,0.1
620000.0,7335000.0,0.1
621000.0,7335000.0,0.1
622000.0,7335000.0,0.1
623000.0,7335000.0,0.1
624000.0,7335000.0,0.1
625000.0,7335000.0,0.1
626000.0,7335000.0,0.1
627000.0,7335000.0,0.1
628000.0,7335000.0,0.1
629000.0,7335000.0,0.1
630000.0,7335000.0,0.1
631000.0,7335000.0,0.1
632000.0,7335000.0,0.1
633000.0,7335000.0,0.1
634000.0,7335000.0,0.1
635000.0,7335000.0,0.1
636000.0,7335000.0,0.1
637000.0,7335000.0,0.1
638000.0,7335000.0,0.1
639000.0,7335000.0,0.1
640000.0,7335000.0,0.1
641000.0,7335000.0,0.1
642000.0,7335000.0,0.1
643000.0,7335000.0,0.1
644000.0,7335000.0,0.1
645000.0,7335000.0,0.1
646000.0,7335000.0,0.1
647000.0,7335000.0,0.1
648000.0,7335000.0,0.1
649000.0,7335000.0,0.1
650000.0,7335000.0,0.1
651000.0,7335000.0,0.1
652000.0,7335000.0,0.1
653000.0,7335000.0,0.1
654000.0,7335000.0,0.1
655000.0,7335000.0,0.1
656000.0,7335000.0,0.1
657000.0,7335000.0,0.1
658000.0,7335000.0,0.1
659000.0,7335000.0,0.1
660000.0,7335000.0,0.1
661000.0,7335000.0,0.1
662000.0,7335000.0,0.1
663000.0,7335000.0,0.1
664000.0,7335000.0,0.1
665000.0,7335000.0,0.1
666000.0,7335000.0,0.1
667000.0,7335000.0,0.1
668000.0,7335000.0,0.1
669000.0,7335000.0,0.1
670000.0,7335000.0,0.1
671000.0,7335000.0,0.1
672000.0,7335000.0,0.1
673000.0,7335000.0,0.1
674000.0,7335000.0,0.1
675000.0,7335000.0,0.1
676000.0,7335000.0,0.1
677000.0,7335000.0,0.1
678000.0,7335000.0,0.1
679000.0,7335000.0,0.1
680000.0,7335000.0,0.1
681000.0,7335000.0,0.1
682000.0,7335000.0,0.1
683000.0,7335000.0,0.1
597000.0,7336000.0,0.1
598000.0,7336000.0,0.1
599000.0,7336000.0,0.1
600000.0,7336000.0,0.1
601000.0,7336000.0,0.1
602000.0,7336000.0,0.1
603000.0,7336000.0,0.1
604000.0,7336000.0,0.1
605000.0,7336000.0,0.1
606000.0,7336000.0,0.1
607000.0,7336000.0,0.1
608000.0,7336000.0,0.1
609000.0,7336000.0,0.1
610000.0,7336000.0,0.1
611000.0,7336000.0,0.1
612000.0,7336000.0,0.1
613000.0,7336000.0,0.1
614000.0,7336000.0,0.1
615000.0,7336000.0,0.1
616000.0,7336000.0,0.1
617000.0,7336000.0,0.1
618000.0,7336000.0,0.1
619000.0,7336000.0,0.1
620000.0,7336000.0,0.1
621000.0,7336000.0,0.1
622000.0,7336000.0,0.1
623000.0,7336000.0,0.1
624000.0,7336000.0,0.1
625000.0,7336000.0,0.1
626000.0,7336000.0,0.1
627000.0,7336000.0,0.1
628000.0,7336000.0,0.1
629000.0,7336000.0,0.1
630000.0,7336000.0,0.1
631000.0,7336000.0,0.1
632000.0,7336000.0,0.1
633000.0,7336000.0,0.1
634000.0,7336000.0,0.1
635000.0,7336000.0,0.1
636000.0,7336000.0,0.1
637000.0,7336000.0,0.1
638000.0,7336000.0,0.1
639000.0,7336000.0,0.1
640000.0,7336000.0,0.1
641000.0,7336000.0,0.1
642000.0,7336000.0,0.1
643000.0,7336000.0,0.1
644000.0,7336000.0,0.1
645000.0,7336000.0,0.1
646000.0,7336000.0,0.1
647000.0,7336000.0,0.1
648000.0,7336000.0,0.1
649000.0,7336000.0,0.1
650000.0,7336000.0,0.1
651000.0,7336000.0,0.1
652000.0,7336000.0,0.1
653000.0,7336000.0,0.1
654000.0,7336000.0,0.1
655000.0,7336000.0,0.1
656000.0,7336000.0,0.1
657000.0,7336000.0,0.1
658000.0,7336000.0,0.1
659000.0,7336000.0,0.1
660000.0,7336000.0,0.1
661000.0,7336000.0,0.1
662000.0,7336000.0,0.1
663000.0,7336000.0,0.1
664000.0,7336000.0,0.1
665000.0,7336000.0,0.1
666000.0,7336000.0,0.1
667000.0,7336000.0,0.1
668000.0,7336000.0,0.1
669000.0,7336000.0,0.1
670000.0,7336000.0,0.1
671000.0,7336000.0,0.1
672000.0,7336000.0,0.1
673000.0,7336000.0,0.1
674000.0,7336000.0,0.1
675000.0,7336000.0,0.1
676000.0,7336000.0,0.1
677000.0,7336000.0,0.1
678000.0,7336000.0,0.1
679000.0,7336000.0,0.1
680000.0,7336000.0,0.1
681000.0,7336000.0,0.1
682000.0,7336000.0,0.1
683000.0,7336000.0,0.1
597000.0,7337000.0,0.1
598000.0,7337000.0,0.1
599000.0,7337000.0,0.1
600000.0,7337000.0,0.1
601000.0,7337000.0,0.1
602000.0,7337000.0,0.1
603000.0,7337000.0,0.1
604000.0,7337000.0,0.1
605000.0,7337000.0,0.1
606000.0,7337000.0,0.1
607000.0,7337000.0,0.1
608000.0,7337000.0,0.1
609000.0,7337000.0,0.1
610000.0,7337000.0,0.1
611000.0,7337000.0,0.1
612000.0,7337000.0,0.1
613000.0,7337000.0,0.1
614000.0,7337000.0,0.1
615000.0,7337000.0,0.1
616000.0,7337000.0,0.1
617000.0,7337000.0,0.1
618000.0,7337000.0,0.1
619000.0,7337000.0,0.1
620000.0,7337000.0,0.1
621000.0,7337000.0,0.1
622000.0,7337000.0,0.1
623000.0,7337000.0,0.1
624000.0,7337000.0,0.1
625000.0,7337000.0,0.1
626000.0,7337000.0,0.1
627000.0,7337000.0,0.1
628000.0,7337000.0,0.1
629000.0,7337000.0,0.1
630000.0,7337000.0,0.1
631000.0,7337000.0,0.1
632000.0,7337000.0,0.1
633000.0,7337000.0,0.1
634000.0,7337000.0,0.1
635000.0,7337000.0,0.1
636000.0,7337000.0,0.1
637000.0,7337000.0,0.1
638000.0,7337000.0,0.1
639000.0,7337000.0,0.1
640000.0,7337000.0,0.1
641000.0,7337000.0,0.1
642000.0,7337000.0,0.1
643000.0,7337000.0,0.1
644000.0,7337000.0,0.1
645000.0,7337000.0,0.1
646000.0,7337000.0,0.1
647000.0,7337000.0,0.1
648000.0,7337000.0,0.1
649000.0,7337000.0,0.1
650000.0,7337000.0,0.1
651000.0,7337000.0,0.1
652000.0,7337000.0,0.1
653000.0,7337000.0,0.1
654000.0,7337000.0,0.1
655000.0,7337000.0,0.1
656000.0,7337000.0,0.1
657000.0,7337000.0,0.1
658000.0,7337000.0,0.1
659000.0,7337000.0,0.1
660000.0,7337000.0,0.1
661000.0,7337000.0,0.1
662000.0,7337000.0,0.1
663000.0,7337000.0,0.1
664000.0,7337000.0,0.1
665000.0,7337000.0,0.1
666000.0,7337000.0,0.1
667000.0,7337000.0,0.1
668000.0,7337000.0,0.1
669000.0,7337000.0,0.1
670000.0,7337000.0,0.1
671000.0,7337000.0,0.1
672000.0,7337000.0,0.1
673000.0,7337000.0,0.1
674000.0,7337000.0,0.1
675000.0,7337000.0,0.1
676000.0,7337000.0,0.1
677000.0,7337000.0,0.1
678000.0,7337000.0,0.1
679000.0,7337000.0,0.1
680000.0,7337000.0,0.1
681000.0,7337000.0,0.1
682000.0,7337000.0,0.1
683000.0,7337000.0,0.1
597000.0,7338000.0,0.1
598000.0,7338000.0,0.1
599000.0,7338000.0,0.1
600000.0,7338000.0,0.1
601000.0,7338000.0,0.1
602000.0,7338000.0,0.1
603000.0,7338000.0,0.1
604000.0,7338000.0,0.1
605000.0,7338000.0,0.1
606000.0,7338000.0,0.1
607000.0,7338000.0,0.1
608000.0,7338000.0,0.1
609000.0,7338000.0,0.1
610000.0,7338000.0,0.1
611000.0,7338000.0,0.1
612000.0,7338000.0,0.1
613000.0,7338000.0,0.1
614000.0,7338000.0,0.1
615000.0,7338000.0,0.1
616000.0,7338000.0,0.1
617000.0,7338000.0,0.1
618000.0,7338000.0,0.1
619000.0,7338000.0,0.1
620000.0,7338000.0,0.1
621000.0,7338000.0,0.1
622000.0,7338000.0,0.1
623000.0,7338000.0,0.1
624000.0,7338000.0,0.1
625000.0,7338000.0,0.1
626000.0,7338000.0,0.1
627000.0,7338000.0,0.1
628000.0,7338000.0,0.1
629000.0,7338000.0,0.1
630000.0,7338000.0,0.1
631000.0,7338000.0,0.1
632000.0,7338000.0,0.1
633000.0,7338000.0,0.1
634000.0,7338000.0,0.1
635000.0,7338000.0,0.1
636000.0,7338000.0,0.1
637000.0,7338000.0,0.1
638000.0,7338000.0,0.1
639000.0,7338000.0,0.1
640000.0,7338000.0,0.1
641000.0,7338000.0,0.1
642000.0,7338000.0,0.1
643000.0,7338000.0,0.1
644000.0,7338000.0,0.1
645000.0,7338000.0,0.1
646000.0,7338000.0,0.1
647000.0,7338000.0,0.1
648000.0,7338000.0,0.1
649000.0,7338000.0,0.1
650000.0,7338000.0,0.1
651000.0,7338000.0,0.1
652000.0,7338000.0,0.1
653000.0,7338000.0,0.1
654000.0,7338000.0,0.1
655000.0,7338000.0,0.1
656000.0,7338000.0,0.1
657000.0,7338000.0,0.1
658000.0,7338000.0,0.1
659000.0,7338000.0,0.1
660000.0,7338000.0,0.1
661000.0,7338000.0,0.1
662000.0,7338000.0,0.1
663000.0,7338000.0,0.1
664000.0,7338000.0,0.1
665000.0,7338000.0,0.1
666000.0,7338000.0,0.1
667000.0,7338000.0,0.1
668000.0,7338000.0,0.1
669000.0,7338000.0,0.1
670000.0,7338000.0,0.1
671000.0,7338000.0,0.1
672000.0,7338000.0,0.1
673000.0,7338000.0,0.1
674000.0,7338000.0,0.1
675000.0,7338000.0,0.1
676000.0,7338000.0,0.1
677000.0,7338000.0,0.1
678000.0,7338000.0,0.1
679000.0,7338000.0,0.1
680000.0,7338000.0,0.1
681000.0,7338000.0,0.1
682000.0,7338000.0,0.1
683000.0,7338000.0,0.1
597000.0,7339000.0,0.1
598000.0,7339000.0,0.1
599000.0,7339000.0,0.1
600000.0,7339000.0,0.1
601000.0,7339000.0,0.1
602000.0,7339000.0,0.1
603000.0,7339000.0,0.1
604000.0,7339000.0,0.1
605000.0,7339000.0,0.1
606000.0,7339000.0,0.1
607000.0,7339000.0,0.1
608000.0,7339000.0,0.1
609000.0,7339000.0,0.1
610000.0,7339000.0,0.1
611000.0,7339000.0,0.1
612000.0,7339000.0,0.1
613000.0,7339000.0,0.1
614000.0,7339000.0,0.1
615000.0,7339000.0,0.1
616000.0,7339000.0,0.1
617000.0,7339000.0,0.1
618000.0,7339000.0,0.1
619000.0,7339000.0,0.1
620000.0,7339000.0,0.1
621000.0,7339000.0,0.1
622000.0,7339000.0,0.1
623000.0,7339000.0,0.1
624000.0,7339000.0,0.1
625000.0,7339000.0,0.1
626000.0,7339000.0,0.1
627000.0,7339000.0,0.1
628000.0,7339000.0,0.1
629000.0,7339000.0,0.1
630000.0,7339000.0,0.1
631000.0,7339000.0,0.1
632000.0,7339000.0,0.1
633000.0,7339000.0,0.1
634000.0,7339000.0,0.1
635000.0,7339000.0,0.1
636000.0,7339000.0,0.1
637000.0,7339000.0,0.1
638000.0,7339000.0,0.1
639000.0,7339000.0,0.1
640000.0,7339000.0,0.1
641000.0,7339000.0,0.1
642000.0,7339000.0,0.1
643000.0,7339000.0,0.1
644000.0,7339000.0,0.1
645000.0,7339000.0,0.1
646000.0,7339000.0,0.1
647000.0,7339000.0,0.1
648000.0,7339000.0,0.1
649000.0,7339000.0,0.1
650000.0,7339000.0,0.1
651000.0,7339000.0,0.1
652000.0,7339000.0,0.1
653000.0,7339000.0,0.1
654000.0,7339000.0,0.1
655000.0,7339000.0,0.1
656000.0,7339000.0,0.1
657000.0,7339000.0,0.1
658000.0,7339000.0,0.1
659000.0,7339000.0,0.1
660000.0,7339000.0,0.1
661000.0,7339000.0,0.1
662000.0,7339000.0,0.1
663000.0,7339000.0,0.1
664000.0,7339000.0,0.1
665000.0,7339000.0,0.1
666000.0,7339000.0,0.1
667000.0,7339000.0,0.1
668000.0,7339000.0,0.1
669000.0,7339000.0,0.1
670000.0,7339000.0,0.1
671000.0,7339000.0,0.1
672000.0,7339000.0,0.1
673000.0,7339000.0,0.1
674000.0,7339000.0,0.1
675000.0,7339000.0,0.1
676000.0,7339000.0,0.1
677000.0,7339000.0,0.1
678000.0,7339000.0,0.1
679000.0,7339000.0,0.1
680000.0,7339000.0,0.1
681000.0,7339000.0,0.1
682000.0,7339000.0,0.1
683000.0,7339000.0,0.1
597000.0,7340000.0,0.1
598000.0,7340000.0,0.1
599000.0,7340000.0,0.1
600000.0,7340000.0,0.1
601000.0,7340000.0,0.1
602000.0,7340000.0,0.1
603000.0,7340000.0,0.1
604000.0,7340000.0,0.1
605000.0,7340000.0,0.1
606000.0,7340000.0,0.1
607000.0,7340000.0,0.1
608000.0,7340000.0,0.1
609000.0,7340000.0,0.1
610000.0,7340000.0,0.1
611000.0,7340000.0,0.1
612000.0,7340000.0,0.1
613000.0,7340000.0,0.1
614000.0,7340000.0,0.1
615000.0,7340000.0,0.1
616000.0,7340000.0,0.1
617000.0,7340000.0,0.1
618000.0,7340000.0,0.1
619000.0,7340000.0,0.1
620000.0,7340000.0,0.1
621000.0,7340000.0,0.1
622000.0,7340000.0,0.1
623000.0,7340000.0,0.1
624000.0,7340000.0,0.1
625000.0,7340000.0,0.1
626000.0,7340000.0,0.1
627000.0,7340000.0,0.1
628000.0,7340000.0,0.1
629000.0,7340000.0,0.1
630000.0,7340000.0,0.1
631000.0,7340000.0,0.1
632000.0,7340000.0,0.1
633000.0,7340000.0,0.1
634000.0,7340000.0,0.1
635000.0,7340000.0,0.1
636000.0,7340000.0,0.1
637000.0,7340000.0,0.1
638000.0,7340000.0,0.1
639000.0,7340000.0,0.1
640000.0,7340000.0,0.1
641000.0,7340000.0,0.1
642000.0,7340000.0,0.1
643000.0,7340000.0,0.1
644000.0,7340000.0,0.1
645000.0,7340000.0,0.1
646000.0,7340000.0,0.1
647000.0,7340000.0,0.1
648000.0,7340000.0,0.1
649000.0,7340000.0,0.1
650000.0,7340000.0,0.1
651000.0,7340000.0,0.1
652000.0,7340000.0,0.1
653000.0,7340000.0,0.1
654000.0,7340000.0,0.1
655000.0,7340000.0,0.1
656000.0,7340000.0,0.1
657000.0,7340000.0,0.1
658000.0,7340000.0,0.1
659000.0,7340000.0,0.1
660000.0,7340000.0,0.1
661000.0,7340000.0,0.1
662000.0,7340000.0,0.1
663000.0,7340000.0,0.1
664000.0,7340000.0,0.1
665000.0,7340000.0,0.1
666000.0,7340000.0,0.1
667000.0,7340000.0,0.1
668000.0,7340000.0,0.1
669000.0,7340000.0,0.1
670000.0,7340000.0,0.1
671000.0,7340000.0,0.1
672000.0,7340000.0,0.1
673000.0,7340000.0,0.1
674000.0,7340000.0,0.1
675000.0,7340000.0,0.1
676000.0,7340000.0,0.1
677000.0,7340000.0,0.1
678000.0,7340000.0,0.1
679000.0,7340000.0,0.1
680000.0,7340000.0,0.1
681000.0,7340000.0,0.1
682000.0,7340000.0,0.1
683000.0,7340000.0,0.1
597000.0,7341000.0,0.1
598000.0,7341000.0,0.1
599000.0,7341000.0,0.1
600000.0,7341000.0,0.1
601000.0,7341000.0,0.1
602000.0,7341000.0,0.1
603000.0,7341000.0,0.1
604000.0,7341000.0,0.1
605000.0,7341000.0,0.1
606000.0,7341000.0,0.1
607000.0,7341000.0,0.1
608000.0,7341000.0,0.1
609000.0,7341000.0,0.1
610000.0,7341000.0,0.1
611000.0,7341000.0,0.1
612000.0,7341000.0,0.1
613000.0,7341000.0,0.1
614000.0,7341000.0,0.1
615000.0,7341000.0,0.1
616000.0,7341000.0,0.1
617000.0,7341000.0,0.1
618000.0,7341000.0,0.1
619000.0,7341000.0,0.1
620000.0,7341000.0,0.1
621000.0,7341000.0,0.1
622000.0,7341000.0,0.1
623000.0,7341000.0,0.1
624000.0,7341000.0,0.1
625000.0,7341000.0,0.1
626000.0,7341000.0,0.1
627000.0,7341000.0,0.1
628000.0,7341000.0,0.1
629000.0,7341000.0,0.1
630000.0,7341000.0,0.1
631000.0,7341000.0,0.1
632000.0,7341000.0,0.1
633000.0,7341000.0,0.1
634000.0,7341000.0,0.1
635000.0,7341000.0,0.1
636000.0,7341000.0,0.1
637000.0,7341000.0,0.1
638000.0,7341000.0,0.1
639000.0,7341000.0,0.1
640000.0,7341000.0,0.1
641000.0,7341000.0,0.1
642000.0,7341000.0,0.1
643000.0,7341000.0,0.1
644000.0,7341000.0,0.1
645000.0,7341000.0,0.1
646000.0,7341000.0,0.1
647000.0,7341000.0,0.1
648000.0,7341000.0,0.1
649000.0,7341000.0,0.1
650000.0,7341000.0,0.1
651000.0,7341000.0,0.1
652000.0,7341000.0,0.1
653000.0,7341000.0,0.1
654000.0,7341000.0,0.1
655000.0,7341000.0,0.1
656000.0,7341000.0,0.1
657000.0,7341000.0,0.1
658000.0,7341000.0,0.1
659000.0,7341000.0,0.1
660000.0,7341000.0,0.1
661000.0,7341000.0,0.1
662000.0,7341000.0,0.1
663000.0,7341000.0,0.1
664000.0,7341000.0,0.1
665000.0,7341000.0,0.1
666000.0,7341000.0,0.1
667000.0,7341000.0,0.1
668000.0,7341000.0,0.1
669000.0,7341000.0,0.1
670000.0,7341000.0,0.1
671000.0,7341000.0,0.1
672000.0,7341000.0,0.1
673000.0,7341000.0,0.1
674000.0,7341000.0,0.1
675000.0,7341000.0,0.1
676000.0,7341000.0,0.1
677000.0,7341000.0,0.1
678000.0,7341000.0,0.1
679000.0,7341000.0,0.1
680000.0,7341000.0,0.1
681000.0,7341000.0,0.1
682000.0,7341000.0,0.1
683000.0,7341000.0,0.1
597000.0,7342000.0,0.1
598000.0,7342000.0,0.1
599000.0,7342000.0,0.1
600000.0,7342000.0,0.1
601000.0,7342000.0,0.1
602000.0,7342000.0,0.1
603000.0,7342000.0,0.1
604000.0,7342000.0,0.1
605000.0,7342000.0,0.1
606000.0,7342000.0,0.1
607000.0,7342000.0,0.1
608000.0,7342000.0,0.1
609000.0,7342000.0,0.1
610000.0,7342000.0,0.1
611000.0,7342000.0,0.1
612000.0,7342000.0,0.1
613000.0,7342000.0,0.1
614000.0,7342000.0,0.1
615000.0,7342000.0,0.1
616000.0,7342000.0,0.1
617000.0,7342000.0,0.1
618000.0,7342000.0,0.1
619000.0,7342000.0,0.1
620000.0,7342000.0,0.1
621000.0,7342000.0,0.1
622000.0,7342000.0,0.1
623000.0,7342000.0,0.1
624000.0,7342000.0,0.1
625000.0,7342000.0,0.1
626000.0,7342000.0,0.1
627000.0,7342000.0,0.1
628000.0,7342000.0,0.1
629000.0,7342000.0,0.1
630000.0,7342000.0,0.1
631000.0,7342000.0,0.1
632000.0,7342000.0,0.1
633000.0,7342000.0,0.1
634000.0,7342000.0,0.1
635000.0,7342000.0,0.1
636000.0,7342000.0,0.1
637000.0,7342000.0,0.1
638000.0,7342000.0,0.1
639000.0,7342000.0,0.1
640000.0,7342000.0,0.1
641000.0,7342000.0,0.1
642000.0,7342000.0,0.1
643000.0,7342000.0,0.1
644000.0,7342000.0,0.1
645000.0,7342000.0,0.1
646000.0,7342000.0,0.1
647000.0,7342000.0,0.1
648000.0,7342000.0,0.1
649000.0,7342000.0,0.1
650000.0,7342000.0,0.1
651000.0,7342000.0,0.1
652000.0,7342000.0,0.1
653000.0,7342000.0,0.1
654000.0,7342000.0,0.1
655000.0,7342000.0,0.1
656000.0,7342000.0,0.1
657000.0,7342000.0,0.1
658000.0,7342000.0,0.1
659000.0,7342000.0,0.1
660000.0,7342000.0,0.1
661000.0,7342000.0,0.1
662000.0,7342000.0,0.1
663000.0,7342000.0,0.1
664000.0,7342000.0,0.1
665000.0,7342000.0,0.1
666000.0,7342000.0,0.1
667000.0,7342000.0,0.1
668000.0,7342000.0,0.1
669000.0,7342000.0,0.1
670000.0,7342000.0,0.1
671000.0,7342000.0,0.1
672000.0,7342000.0,0.1
673000.0,7342000.0,0.1
674000.0,7342000.0,0.1
675000.0,7342000.0,0.1
676000.0,7342000.0,0.1
677000.0,7342000.0,0.1
678000.0,7342000.0,0.1
679000.0,7342000.0,0.1
680000.0,7342000.0,0.1
681000.0,7342000.0,0.1
682000.0,7342000.0,0.1
683000.0,7342000.0,0.1
597000.0,7343000.0,0.1
598000.0,7343000.0,0.1
599000.0,7343000.0,0.1
600000.0,7343000.0,0.1
601000.0,7343000.0,0.1
602000.0,7343000.0,0.1
603000.0,7343000.0,0.1
604000.0,7343000.0,0.1
605000.0,7343000.0,0.1
606000.0,7343000.0,0.1
607000.0,7343000.0,0.1
608000.0,7343000.0,0.1
609000.0,7343000.0,0.1
610000.0,7343000.0,0.1
611000.0,7343000.0,0.1
612000.0,7343000.0,0.1
613000.0,7343000.0,0.1
614000.0,7343000.0,0.1
615000.0,7343000.0,0.1
616000.0,7343000.0,0.1
617000.0,7343000.0,0.1
618000.0,7343000.0,0.1
619000.0,7343000.0,0.1
620000.0,7343000.0,0.1
621000.0,7343000.0,0.1
622000.0,7343000.0,0.1
623000.0,7343000.0,0.1
624000.0,7343000.0,0.1
625000.0,7343000.0,0.1
626000.0,7343000.0,0.1
627000.0,7343000.0,0.1
628000.0,7343000.0,0.1
629000.0,7343000.0,0.1
630000.0,7343000.0,0.1
631000.0,7343000.0,0.1
632000.0,7343000.0,0.1
633000.0,7343000.0,0.1
634000.0,7343000.0,0.1
635000.0,7343000.0,0.1
636000.0,7343000.0,0.1
637000.0,7343000.0,0.1
638000.0,7343000.0,0.1
639000.0,7343000.0,0.1
640000.0,7343000.0,0.1
641000.0,7343000.0,0.1
642000.0,7343000.0,0.1
643000.0,7343000.0,0.1
644000.0,7343000.0,0.1
645000.0,7343000.0,0.1
646000.0,7343000.0,0.1
647000.0,7343000.0,0.1
648000.0,7343000.0,0.1
649000.0,7343000.0,0.1
650000.0,7343000.0,0.1
651000.0,7343000.0,0.1
652000.0,7343000.0,0.1
653000.0,7343000.0,0.1
654000.0,7343000.0,0.1
655000.0,7343000.0,0.1
656000.0,7343000.0,0.1
657000.0,7343000.0,0.1
658000.0,7343000.0,0.1
659000.0,7343000.0,0.1
660000.0,7343000.0,0.1
661000.0,7343000.0,0.1
662000.0,7343000.0,0.1
663000.0,7343000.0,0.1
664000.0,7343000.0,0.1
665000.0,7343000.0,0.1
666000.0,7343000.0,0.1
667000.0,7343000.0,0.1
668000.0,7343000.0,0.1
669000.0,7343000.0,0.1
670000.0,7343000.0,0.1
671000.0,7343000.0,0.1
672000.0,7343000.0,0.1
673000.0,7343000.0,0.1
674000.0,7343000.0,0.1
675000.0,7343000.0,0.1
676000.0,7343000.0,0.1
677000.0,7343000.0,0.1
678000.0,7343000.0,0.1
679000.0,7343000.0,0.1
680000.0,7343000.0,0.1
681000.0,7343000.0,0.1
682000.0,7343000.0,0.1
683000.0,7343000.0,0.1
597000.0,7344000.0,0.1
598000.0,7344000.0,0.1
599000.0,7344000.0,0.1
600000.0,7344000.0,0.1
601000.0,7344000.0,0.1
602000.0,7344000.0,0.1
603000.0,7344000.0,0.1
604000.0,7344000.0,0.1
605000.0,7344000.0,0.1
606000.0,7344000.0,0.1
607000.0,7344000.0,0.1
608000.0,7344000.0,0.1
609000.0,7344000.0,0.1
610000.0,7344000.0,0.1
611000.0,7344000.0,0.1
612000.0,7344000.0,0.1
613000.0,7344000.0,0.1
614000.0,7344000.0,0.1
615000.0,7344000.0,0.1
616000.0,7344000.0,0.1
617000.0,7344000.0,0.1
618000.0,7344000.0,0.1
619000.0,7344000.0,0.1
620000.0,7344000.0,0.1
621000.0,7344000.0,0.1
622000.0,7344000.0,0.1
623000.0,7344000.0,0.1
624000.0,7344000.0,0.1
625000.0,7344000.0,0.1
626000.0,7344000.0,0.1
627000.0,7344000.0,0.1
628000.0,7344000.0,0.1
629000.0,7344000.0,0.1
630000.0,7344000.0,0.1
631000.0,7344000.0,0.1
632000.0,7344000.0,0.1
633000.0,7344000.0,0.1
634000.0,7344000.0,0.1
635000.0,7344000.0,0.1
636000.0,7344000.0,0.1
637000.0,7344000.0,0.1
638000.0,7344000.0,0.1
639000.0,7344000.0,0.1
640000.0,7344000.0,0.1
641000.0,7344000.0,0.1
642000.0,7344000.0,0.1
643000.0,7344000.0,0.1
644000.0,7344000.0,0.1
645000.0,7344000.0,0.1
646000.0,7344000.0,0.1
647000.0,7344000.0,0.1
648000.0,7344000.0,0.1
649000.0,7344000.0,0.1
650000.0,7344000.0,0.1
651000.0,7344000.0,0.1
652000.0,7344000.0,0.1
653000.0,7344000.0,0.1
654000.0,7344000.0,0.1
655000.0,7344000.0,0.1
656000.0,7344000.0,0.1
657000.0,7344000.0,0.1
658000.0,7344000.0,0.1
659000.0,7344000.0,0.1
660000.0,7344000.0,0.1
661000.0,7344000.0,0.1
662000.0,7344000.0,0.1
663000.0,7344000.0,0.1
664000.0,7344000.0,0.1
665000.0,7344000.0,0.1
666000.0,7344000.0,0.1
667000.0,7344000.0,0.1
668000.0,7344000.0,0.1
669000.0,7344000.0,0.1
670000.0,7344000.0,0.1
671000.0,7344000.0,0.1
672000.0,7344000.0,0.1
673000.0,7344000.0,0.1
674000.0,7344000.0,0.1
675000.0,7344000.0,0.1
676000.0,7344000.0,0.1
677000.0,7344000.0,0.1
678000.0,7344000.0,0.1
679000.0,7344000.0,0.1
680000.0,7344000.0,0.1
681000.0,7344000.0,0.1
682000.0,7344000.0,0.1
683000.0,7344000.0,0.1
597000.0,7345000.0,0.1
598000.0,7345000.0,0.1
599000.0,7345000.0,0.1
600000.0,7345000.0,0.1
601000.0,7345000.0,0.1
602000.0,7345000.0,0.1
603000.0,7345000.0,0.1
604000.0,7345000.0,0.1
605000.0,7345000.0,0.1
606000.0,7345000.0,0.1
607000.0,7345000.0,0.1
608000.0,7345000.0,0.1
609000.0,7345000.0,0.1
610000.0,7345000.0,0.1
611000.0,7345000.0,0.1
